,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
10873,SO - 000682,2014-09-15,92,Distributor,USD,GUT930,342,25,8,2405.3,19242.4,1683.71,Yodoo Ltd,Product 25,Tallahassee,Leon County,FL,Florida,City,30.43826,-84.28073,850,189907,74388,39681,260089732,8300437,America/New York,Florida
10874,SO - 0001284,2014-09-15,68,Distributor,USD,GUT930,244,13,5,2673.3,13366.5,1684.179,True Ltd,Product 13,Bridgeport (Town),Fairfield County,CT,Connecticut,Town,41.18739,-73.19576,203,147629,50367,41801,41591056,8721419,America/New York,Connecticut
10875,SO - 0003104,2014-09-15,17,Wholesale,USD,GUT930,761,23,5,1112.2,5561.0,934.248,Liberty Group,Product 23,Rochester,Monroe County,NY,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York,New York
10876,SO - 0003187,2014-09-15,59,Wholesale,USD,FLR025,218,26,8,1835.8,14686.4,1248.344,Gabvine Ltd,Product 26,West Sacramento,Yolo County,CA,California,City,38.58046,-121.53023,530,52721,17930,52763,55673946,3495787,America/Los Angeles,California
10877,SO - 0003862,2014-09-15,156,Distributor,USD,AXW291,747,12,6,3966.4,23798.4,3331.776,Actavis Company,Product 12,Huntington,Suffolk County,NY,New York,Town,40.88409,-73.37676,631,204398,69000,105451,243808665,111325968,America/New York,New York
10878,SO - 0004306,2014-09-15,116,Distributor,USD,AXW291,658,4,7,2499.1,17493.7,1024.6309999999999,Epic Group,Product 4,Fayetteville,Cumberland County,NC,North Carolina,City,35.05266,-78.87836,910,201963,78439,43630,382659645,4765966,America/New York,North Carolina
10879,SO - 0010002,2014-09-15,152,Wholesale,USD,AXW291,844,28,12,1092.1000000000001,13105.2,546.0500000000001,Eayo Company,Product 28,Sioux Falls,Minnehaha County/Lincoln County,SD,South Dakota,City,43.53834,-96.732,605,171544,65538,52494,195275757,1354349,America/Chicago,South Dakota
10880,SO - 000396,2014-09-15,133,Distributor,USD,NXH382,220,15,11,1728.6000000000001,19014.600000000002,1140.8760000000002,Mydo Corp,Product 15,Woodland,Yolo County,CA,California,City,38.67852,-121.7733,530,58567,19547,55893,39642851,0,America/Los Angeles,California
10881,SO - 000994,2014-09-15,139,Distributor,USD,FLR025,244,24,7,1038.5,7269.5,789.26,Zoomzone Corp,Product 24,Bridgeport (Town),Fairfield County,CT,Connecticut,Town,41.18739,-73.19576,203,147629,50367,41801,41591056,8721419,America/New York,Connecticut
10882,SO - 0001771,2014-09-15,18,Wholesale,USD,NXH382,926,6,10,1246.2,12462.0,847.416,Omba Group,Product 6,Lehi,Utah County,UT,Utah,City,40.39162,-111.85077,385,58486,13732,77662,71482592,950026,America/Denver,Utah
10883,SO - 0004266,2014-09-15,26,Wholesale,USD,AXW291,34,15,11,3852.5,42377.5,2927.9,Avavee Group,Product 15,Surprise,Maricopa County,AZ,Arizona,City,33.63059,-112.33322,623,128422,45054,59916,279333692,295024,America/Phoenix,Arizona
10884,SO - 0004437,2014-09-15,36,Wholesale,USD,AXW291,928,1,6,1085.4,6512.400000000001,586.1160000000001,Trunyx Ltd,Product 1,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,385,63311,23686,57672,33565382,0,America/Denver,Utah
10885,SO - 0005327,2014-09-15,131,Distributor,USD,AXW291,546,13,7,864.3000000000001,6050.1,596.367,Rooxo Company,Product 13,Framingham (CDP),Middlesex County,MA,Massachusetts,CDP,42.27926,-71.41617,774,69900,27028,68219,64865527,3789373,America/New York,Massachusetts
10886,SO - 0009359,2014-09-15,56,Distributor,USD,NXH382,942,1,9,2432.1,21888.899999999998,1775.433,Realpoint Corp,Product 1,Chesapeake,Chesapeake city,VA,Virginia,City,36.81904,-76.27494,757,235429,81518,68620,876737780,32210024,America/New York,Virginia
10887,SO - 000248,2014-09-16,140,Wholesale,USD,AXW291,450,3,9,984.9,8864.1,669.7320000000001,Safecor Corp,Product 3,Proviso,Cook County,IL,Illinois,Township,41.86472,-87.87119,708,151772,54255,53281,76908074,254,America/Chicago,Illinois
10888,SO - 0001331,2014-09-16,51,Wholesale,USD,AXW291,527,25,8,2385.2000000000003,19081.600000000002,1836.6040000000003,Yombu Corp,Product 25,Lexington-Fayette,Fayette County,KY,Kentucky,Urban County ,38.0498,-84.45855,859,314488,125752,49778,734642357,4922241,America/New York,Kentucky
10889,SO - 0002076,2014-09-16,6,Wholesale,USD,AXW291,451,19,12,891.1,10693.2,570.304,Family Corp,Product 19,Rich,Cook County,IL,Illinois,Township,41.51529,-87.73338,708,77100,29025,63240,94251248,419073,America/Chicago,Illinois
10890,SO - 0002948,2014-09-16,96,Wholesale,USD,AXW291,400,5,8,3966.4,31731.2,2657.4880000000003,Thoughtmix Ltd,Product 5,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Illinois
10891,SO - 0003201,2014-09-16,74,Export,USD,AXW291,835,13,5,2257.9,11289.5,925.739,Dazzlesphe Corp,Product 13,Providence,Providence County,RI,Rhode Island,City,41.82399,-71.41283,401,179207,61481,37501,47655935,5618032,America/New York,Rhode Island
10892,SO - 0003895,2014-09-16,166,Wholesale,USD,AXW291,364,18,6,1058.6000000000001,6351.6,656.3320000000001,Brainspher Ltd,Product 18,Savannah,Chatham County,GA,Georgia,City,32.08354,-81.09983,912,145674,52798,36466,268318796,13908113,America/New York,Georgia
10893,SO - 0006709,2014-09-16,113,Distributor,USD,AXW291,204,14,12,2284.7000000000003,27416.4,1690.678,Talane Group,Product 14,Tulare,Tulare County,CA,California,City,36.20773,-119.34734,559,62315,18295,46659,52770665,197822,America/Los Angeles,California
10894,SO - 0007047,2014-09-16,169,Distributor,USD,AXW291,611,25,12,174.20000000000002,2090.4,128.90800000000002,Fivebridge Ltd,Product 25,Wyoming,Kent County,MI,Michigan,City,42.91336,-85.70531,616,75275,27602,46849,63691821,628737,America/Detroit,Michigan
10895,SO - 0007662,2014-09-16,18,Distributor,USD,AXW291,51,5,8,3859.2000000000003,30873.600000000002,2083.9680000000003,Omba Group,Product 5,Buena Park,Orange County,CA,California,City,33.86751,-117.99812,657,83270,23130,70588,27246148,65361,America/Los Angeles,California
10896,SO - 0007760,2014-09-16,117,Export,USD,AXW291,429,26,8,1333.3,10666.4,719.982,ALK-Abello Ltd,Product 26,Milton,DuPage County,IL,Illinois,Township,41.85857,-88.08948,630,118844,43510,84039,88967140,2353781,America/Chicago,Illinois
10897,SO - 0007961,2014-09-16,125,Distributor,USD,AXW291,150,15,5,1976.5,9882.5,948.7199999999999,Zooveo Company,Product 15,Perris,Riverside County,CA,California,City,33.78252,-117.22865,951,74971,16297,49325,81742547,284236,America/Los Angeles,California
10898,SO - 0009704,2014-09-16,113,Wholesale,USD,AXW291,602,4,11,1132.3,12455.3,713.3489999999999,Talane Group,Product 4,Southfield,Oakland County,MI,Michigan,City,42.47337,-83.22187,248,73156,32219,49244,68048418,14814,America/Detroit,Michigan
10899,SO - 0009848,2014-09-16,45,Distributor,USD,FLR025,832,25,11,830.8000000000001,9138.800000000001,548.3280000000001,State Ltd,Product 25,Upper Darby,Delaware County,PA,Pennsylvania,Township,39.94901,-75.28912,610,82878,30226,49783,20267658,0,America/New York,Pennsylvania
10900,SO - 0009776,2014-09-16,53,Distributor,USD,AXW291,49,16,7,2505.8,17540.600000000002,1804.1760000000002,Kare Corp,Product 16,Berkeley,Alameda County,CA,California,City,37.87159,-122.27275,510,120972,45917,66237,27106077,18715614,America/Los Angeles,California
10901,SO - 0001245,2014-09-16,110,Export,USD,NXH382,625,5,8,1072.0,8576.0,825.44,Holston Company,Product 5,Minneapolis,Hennepin County,MN,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago,Minnesota
10902,SO - 0003639,2014-09-16,6,Wholesale,USD,FLR025,428,26,11,1011.7,11128.7,505.85,Family Corp,Product 26,Maine,Cook County,IL,Illinois,Township,42.03353,-87.86441,847,136667,50680,65608,67114018,640546,America/Chicago,Illinois
10903,SO - 0004733,2014-09-16,136,Export,USD,AXW291,838,6,12,1728.6000000000001,20743.2,1382.88,Bath Group,Product 6,Columbia,Lexington County/Richland County,SC,South Carolina,City,34.0291,-80.89804,803,133803,44506,41260,345805347,6998722,America/New York,South Carolina
10904,SO - 0007111,2014-09-16,84,Export,USD,AXW291,832,9,12,1072.0,12864.0,439.52,The Ltd,Product 9,Upper Darby,Delaware County,PA,Pennsylvania,Township,39.94901,-75.28912,610,82878,30226,49783,20267658,0,America/New York,Pennsylvania
10905,SO - 0009132,2014-09-16,13,Wholesale,USD,GUT930,101,13,10,3845.8,38458.0,1884.442,Nexus Group,Product 13,Hayward,Alameda County,CA,California,City,37.66882,-122.0808,510,158289,46713,65096,117943767,47363956,America/Los Angeles,California
10906,SO - 0010692,2014-09-16,140,Distributor,USD,AXW291,750,30,12,2479.0,29748.0,1041.18,Safecor Corp,Product 30,Islip,Suffolk County,NY,New York,Town,40.71258,-73.19552,631,336113,101387,86864,268844871,153259682,America/New York,New York
10907,SO - 0008195,2014-09-16,113,Wholesale,USD,AXW291,883,9,11,2231.1,24542.1,1070.9279999999999,Talane Group,Product 9,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,Texas
10908,SO - 000850,2014-09-16,119,Distributor,USD,AXW291,897,12,12,2432.1,29185.199999999997,2018.6429999999998,Livepath Corp,Product 12,McKinney,Collin County,TX,Texas,City,33.19762,-96.61527,972,162898,50455,81459,163107658,1741187,America/Chicago,Texas
10909,SO - 0002424,2014-09-16,93,Wholesale,USD,NXH382,555,13,11,2257.9,24836.9,1670.846,Meejo Corp,Product 13,Peabody,Essex County,MA,Massachusetts,City,42.52787,-70.92866,351,52504,21652,60596,42022243,1504784,America/New York,Massachusetts
10910,SO - 0003312,2014-09-16,175,Wholesale,USD,GUT930,677,5,9,1849.2,16642.8,795.1560000000001,SHISEIDO Ltd,Product 5,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,603,87970,34619,67246,79822530,2353137,America/New York,New Hampshire
10911,SO - 0003748,2014-09-16,138,Distributor,USD,GUT930,471,13,5,2693.4,13467.0,2073.918,Zoovu Corp,Product 13,Anderson,Madison County,IN,Indiana,City,40.10532,-85.68025,765,55305,23224,33644,110490774,281325,America/Indiana/Indianapolis,Indiana
10912,SO - 0004578,2014-09-16,70,Export,USD,GUT930,298,3,7,938.0,6566.0,515.9000000000001,Cogidoo Company,Product 3,Fountainebleau,Miami-Dade County,FL,Florida,CDP,25.77288,-80.34783,305,53413,18175,42444,10003979,542329,America/New York,Florida
10913,SO - 0004893,2014-09-16,57,Wholesale,USD,NXH382,144,20,8,3376.8,27014.4,1857.2400000000002,Camido Company,Product 20,Oxnard,Ventura County,CA,California,City,34.1975,-119.17705,805,207254,50815,60621,69672461,31875278,America/Los Angeles,California
10914,SO - 0008715,2014-09-16,2,Wholesale,USD,NXH382,824,10,6,1855.9,11135.400000000001,816.596,Jaxbean Group,Product 10,Lancaster,Lancaster County,PA,Pennsylvania,City,40.03788,-76.30551,717,59339,21356,35313,18718450,330105,America/New York,Pennsylvania
10915,SO - 000296,2014-09-16,148,Wholesale,USD,NXH382,551,26,11,1072.0,11792.0,900.48,Jabbercube Corp,Product 26,Malden,Middlesex County,MA,Massachusetts,City,42.4251,-71.06616,339,61068,22914,54896,13066098,98217,America/New York,Massachusetts
10916,SO - 0001556,2014-09-16,106,Distributor,USD,GUT930,731,2,5,3919.5,19597.5,2038.14,Organon Corp,Product 2,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York,New York
10917,SO - 0003513,2014-09-16,24,Wholesale,USD,GUT930,61,1,10,1045.2,10452.0,648.024,Mylan Corp,Product 1,Chino Hills,San Bernardino County,CA,California,City,33.9938,-117.75888,909,78309,23696,96914,115720105,123913,America/Los Angeles,California
10918,SO - 0004870,2014-09-16,32,Distributor,USD,NXH382,660,27,5,2840.8,14204.0,2045.376,EMD Group,Product 27,Greensboro,Guilford County,NC,North Carolina,City,36.07264,-79.79198,336,285342,114080,41628,332338206,13707999,America/New York,North Carolina
10919,SO - 0007201,2014-09-16,80,Distributor,USD,FLR025,544,18,5,3959.7000000000003,19798.5,2296.626,Realbuzz Ltd,Product 18,Fall River,Bristol County,MA,Massachusetts,City,41.70149,-71.15505,774,88777,38765,35213,85769409,18424381,America/New York,Massachusetts
10920,SO - 0010257,2014-09-16,60,Distributor,USD,AXW291,511,4,11,1005.0,11055.0,532.65,BTA Corp,Product 4,Terre Haute,Vigo County,IN,Indiana,City,39.4667,-87.41391,812,60825,22261,31817,89481662,1863534,America/Indiana/Indianapolis,Indiana
10921,SO - 0010457,2014-09-16,56,Wholesale,USD,AXW291,695,25,12,1762.1000000000001,21145.2,1497.785,Realpoint Corp,Product 25,Lakewood (Township),Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,848,99262,24256,40983,63922604,1031279,America/New York,New Jersey
10922,SO - 000345,2014-09-16,65,Wholesale,USD,GUT930,72,10,8,2586.2000000000003,20689.600000000002,1681.0300000000002,CARDINAL Group,Product 10,Davis,Yolo County,CA,California,City,38.54491,-121.74052,530,67666,24428,56463,25607394,90331,America/Los Angeles,California
10923,SO - 0001297,2014-09-16,1,Distributor,USD,NXH382,599,27,5,3819.0,19095.0,2367.78,Geiss Company,Product 27,Rochester Hills,Oakland County,MI,Michigan,City,42.65837,-83.14993,248,73424,28046,82112,85003499,233979,America/Detroit,Michigan
10924,SO - 0007269,2014-09-16,169,Wholesale,USD,NXH382,746,25,9,6204.2,55837.799999999996,4280.897999999999,Fivebridge Ltd,Product 25,Hempstead (Town),Nassau County,NY,New York,Town,40.63396,-73.6091,516,771018,241539,94999,307389025,189288363,America/New York,New York
10925,SO - 0007770,2014-09-16,149,Wholesale,USD,AXW291,33,17,12,2391.9,28702.800000000003,956.7600000000001,Fred's Company,Product 17,Scottsdale,Maricopa County,AZ,Arizona,City,33.50921,-111.89903,480,236839,102424,73288,476410748,1220280,America/Phoenix,Arizona
10926,SO - 0008114,2014-09-16,174,Export,USD,AXW291,193,4,8,1775.5,14204.0,710.2,Tekfly Group,Product 4,Santee,San Diego County,CA,California,City,32.83838,-116.97392,619,57787,19364,76104,42058355,758838,America/Los Angeles,California
10927,SO - 0009949,2014-09-16,72,Distributor,USD,AXW291,117,21,8,3557.7000000000003,28461.600000000002,1600.9650000000001,Wordware Company,Product 21,Lancaster,Los Angeles County,CA,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,California
10928,SO - 000451,2014-09-16,2,Wholesale,USD,NXH382,810,5,9,5433.7,48903.299999999996,3857.9269999999997,Jaxbean Group,Product 5,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles,Oregon
10929,SO - 0001397,2014-09-16,16,Distributor,USD,GUT930,260,14,5,2338.3,11691.5,1800.4910000000002,Arbor Company,Product 14,Milford (Town),New Haven County,CT,Connecticut,Town,41.22509,-73.06111,203,53592,21255,80247,57442071,10218658,America/New York,Connecticut
10930,SO - 0001421,2014-09-16,138,Distributor,USD,NXH382,493,25,7,1132.3,7926.099999999999,905.84,Zoovu Corp,Product 25,Knight,Vanderburgh County,IN,Indiana,Township,37.96821,-87.49674,812,68081,28952,38154,88551836,1557717,America/Chicago,Indiana
10931,SO - 0002054,2014-09-16,134,Wholesale,USD,AXW291,499,1,6,857.6,5145.6,497.40799999999996,Quimm Company,Product 1,Noblesville,Hamilton County,IN,Indiana,City,40.04559,-86.0086,317,59093,21262,69841,82788895,3660276,America/Indiana/Indianapolis,Indiana
10932,SO - 0003377,2014-09-16,19,Wholesale,USD,GUT930,40,25,8,1045.2,8361.6,857.064,Roberts Company,Product 25,Aliso Viejo,Orange County,CA,California,City,33.56504,-117.72712,949,50195,18425,102367,17921214,0,America/Los Angeles,California
10933,SO - 0003966,2014-09-16,69,Wholesale,USD,AXW291,693,25,12,6478.900000000001,77746.8,4664.808,Vinte Group,Product 25,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York,New Jersey
10934,SO - 0005194,2014-09-16,157,Export,USD,AXW291,102,26,12,2318.2000000000003,27818.4,1877.7420000000004,Flipstorm Group,Product 26,Hemet,Riverside County,CA,California,City,33.74752,-116.97197,951,83861,29909,33989,71851072,0,America/Los Angeles,California
10935,SO - 0005284,2014-09-16,122,Distributor,USD,FLR025,193,1,12,3906.1,46873.2,1874.9279999999999,Brightdog Corp,Product 1,Santee,San Diego County,CA,California,City,32.83838,-116.97392,619,57787,19364,76104,42058355,758838,America/Los Angeles,California
10936,SO - 0008003,2014-09-16,42,Distributor,USD,NXH382,672,10,11,5152.3,56675.3,2112.4429999999998,Colgate-Pa Group,Product 10,Bellevue,Sarpy County,NE,Nebraska,City,41.13667,-95.89084,402,55510,20598,57719,42871595,408770,America/Chicago,Nebraska
10937,SO - 0009267,2014-09-16,60,Distributor,USD,AXW291,901,10,6,3879.3,23275.800000000003,3142.233,BTA Corp,Product 10,Missouri City,Fort Bend County/Harris County,TX,Texas,City,29.56294,-95.536,832,74139,23231,87955,74668457,3571457,America/Chicago,Texas
10938,SO - 0002585,2014-09-17,88,Export,USD,AXW291,373,2,9,261.3,2351.7000000000003,203.81400000000002,Twitterbri Ltd,Product 2,Davenport,Scott County,IA,Iowa,City,41.52364,-90.57764,563,102582,41100,47343,162885999,5501339,America/Chicago,Iowa
10939,SO - 0005056,2014-09-17,135,Distributor,USD,AXW291,920,25,6,3892.7000000000003,23356.2,2802.744,Kaymbo Company,Product 25,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,832,102911,38114,109917,111856589,1380351,America/Chicago,Texas
10940,SO - 0005272,2014-09-17,47,Distributor,USD,AXW291,87,28,12,174.20000000000002,2090.4,123.682,Gigabox Group,Product 28,Folsom,Sacramento County,CA,California,City,38.67796,-121.17606,916,76375,25879,100978,71762273,6107694,America/Los Angeles,California
10941,SO - 0005335,2014-09-17,43,Export,USD,AXW291,102,24,9,1065.3,9587.699999999999,692.445,Pacific Ltd,Product 24,Hemet,Riverside County,CA,California,City,33.74752,-116.97197,951,83861,29909,33989,71851072,0,America/Los Angeles,California
10942,SO - 0005545,2014-09-17,115,Wholesale,USD,AXW291,733,2,8,1098.8,8790.4,483.472,Dynazzy Company,Product 2,Brentwood,Suffolk County,NY,New York,CDP,40.78121,-73.24623,631,59436,13786,70139,28403434,0,America/New York,New York
10943,SO - 0007554,2014-09-17,36,Wholesale,USD,AXW291,236,20,5,2452.2000000000003,12261.000000000002,1741.0620000000001,Trunyx Ltd,Product 20,Highlands Ranch,Douglas County,CO,Colorado,CDP,39.55388,-104.96943,303,101350,37157,108570,62856809,70330,America/Denver,Colorado
10944,SO - 0010432,2014-09-17,45,Export,USD,GUT930,213,15,5,3142.3,15711.5,2513.84,State Ltd,Product 15,Vista,San Diego County,CA,California,City,33.20004,-117.24254,760,100890,30451,50601,48380231,0,America/Los Angeles,California
10945,SO - 0001381,2014-09-17,46,Distributor,USD,FLR025,781,12,10,254.6,2546.0,124.75399999999999,Chatterpoi Corp,Product 12,Dayton,Montgomery County,OH,Ohio,City,39.75895,-84.19161,937,140599,57316,27683,144197693,2208312,America/New York,Ohio
10946,SO - 0001522,2014-09-17,111,Export,USD,GUT930,748,26,11,3872.6,42598.6,2710.8199999999997,Buzzbean Group,Product 26,Irondequoit,Monroe County,NY,New York,Town,43.20981,-77.57206,716,50985,22203,54275,38824918,4747986,America/New York,New York
10947,SO - 0001693,2014-09-17,111,Wholesale,USD,NXH382,246,4,9,5983.1,53847.9,2393.2400000000002,Buzzbean Group,Product 4,Bristol (Town),Hartford County,CT,Connecticut,Town,41.68158,-72.94075,959,60452,24921,61478,68392866,1046762,America/New York,Connecticut
10948,SO - 0002799,2014-09-17,111,Export,USD,NXH382,265,26,8,1286.4,10291.2,643.2,Buzzbean Group,Product 26,Norwalk,Fairfield County,CT,Connecticut,City,41.1176,-73.4079,203,88485,34137,76987,59275297,34928497,America/New York,Connecticut
10949,SO - 0004785,2014-09-17,72,Wholesale,USD,GUT930,628,3,12,201.0,2412.0,90.45,Wordware Company,Product 3,Rochester,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,507,112225,43634,64554,141314495,403646,America/Chicago,Minnesota
